stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
5241_1,,宮前五丁目,,35.696404,139.600950,,,0,5241,,,
5241_2,,宮前五丁目,,35.696327,139.601240,,,0,5241,,,
5243_1,,南町五丁目,,35.701980,139.590380,,,0,5243,,,
5243_2,,南町五丁目,,35.702267,139.590010,,,0,5243,,,
5245_1,,第三小学校,,35.703050,139.588380,,,0,5245,,,
5245_2,,第三小学校,,35.702860,139.588880,,,0,5245,,,
5247_1,,"東町三丁目(ひがしちょうさんちょうめ,東町３丁目、東町3丁目)",,35.704273,139.585830,,,0,5247,,,
5247_2,,"東町三丁目(ひがしちょうさんちょうめ,東町３丁目、東町3丁目)",,35.704056,139.586410,,,0,5247,,,
5249_1,,本町一丁目,,35.704735,139.584800,,,0,5249,,,
5249_2,,本町一丁目,,35.704826,139.584760,,,0,5249,,,
5301_1,,松渓中学,,35.695404,139.621920,,,0,5301,,,
5301_2,,松渓中学,,35.695163,139.621337,,,0,5301,,,
5303_1,,西田端橋,,35.695404,139.623470,,,0,5303,,,
5303_2,,西田端橋,,35.695286,139.623400,,,0,5303,,,
5304_1,,シャレール荻窪入口,,35.696014,139.625350,,,0,5304,,,
5305_0,,シャレール荻窪,,35.696183,139.626459,,,0,5305,,,
5305_2,,シャレール荻窪,,35.696106,139.626420,,,0,5305,,,
5306_1,,特養ホームおぎくぼ紫苑,,35.697937,139.625400,,,0,5306,,,
5307_2,,荻窪一丁目北,,35.695618,139.625890,,,0,5307,,,
5400_1,,千歳烏山駅,,35.669617,139.600200,,,0,5400,,,
5400_2,,千歳烏山駅,,35.669624,139.599930,,,0,5400,,,
5401_1,,交番前,,35.670303,139.600370,,,0,5401,,,
5403_1,,烏山中学校,,35.671501,139.600236,,,0,5403,,,
5405_1,,烏山北小学校,,35.673580,139.600220,,,0,5405,,,
5407_1,,寺院通一番,,35.675777,139.598740,,,0,5407,,,
5409_1,,寺院通二番,,35.677338,139.597060,,,0,5409,,,
5411_1,,寺院通三番,,35.678120,139.596280,,,0,5411,,,
5413_1,,寺院通四番,,35.679005,139.595250,,,0,5413,,,
5415_1,,寺院通五番,,35.680534,139.593930,,,0,5415,,,
5417_1,,北烏山五丁目,,35.681650,139.593370,,,0,5417,,,
5419_1,,国学院前,,35.682358,139.594450,,,0,5419,,,
5421_0,,久我山病院,,35.681425,139.598160,,,0,5421,,,
5421_1,,久我山病院,,35.681316,139.598140,,,0,5421,,,
5423_1,,烏山都営住宅前,,35.679935,139.598330,,,0,5423,,,
5425_1,,西蓮寺前,,35.678337,139.599230,,,0,5425,,,
5427_1,,烏山北住宅入口,,35.676200,139.600630,,,0,5427,,,
5429_1,,烏山バイパス,,35.673046,139.601360,,,0,5429,,,
